customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
5721-VITRB,2019-08-24,Paid,2020-08-24,Premium,Monthly,,,24.99,1924.23,64,0,Sakshi,India,Haryana,Male,2001-03-27,,,,
1815-KFNMQ,2021-01-16,Referral,2022-01-16,Standard,Monthly,,,13.99,839.4,23,0,Akash,India,Kerala,Male,1967-04-09,,,,
0987-NFHNE,2019-07-25,Organic,2020-07-25,Basic,Monthly,,,6.99,545.22,59,0,Aditi,India,Kerala,Male,1982-05-25,,,,
7359-LBTKY,2021-03-11,Organic,2022-03-11,Standard,Monthly,,,15.99,927.42,23,0,Aditi,India,Odisha,Male,1995-11-09,,,,
4789-QLALX,2019-11-19,Organic,2020-11-19,Standard,Monthly,2021-06-28,Switched to competitor,14.99,284.81,58,1,Diya,India,Madhya Pradesh,Female,1972-06-04,,,,
8081-PYJGI,2023-05-19,Paid,2024-05-19,Premium,Annual,,,22.99,712.69,24,0,Arjun,India,Madhya Pradesh,Male,1987-06-29,2024-05-01,N,70.0,1.0
5654-LFUML,2019-01-01,Paid,2020-01-01,Premium,Monthly,,,22.99,1954.15,45,0,Tanvi,India,Punjab,Male,1963-12-19,2022-06-08,N,90.0,1.0
3094-ODJQE,2019-04-09,Referral,2020-04-09,Standard,Annual,,,15.99,1295.19,4,0,Pooja,India,Punjab,Male,1963-11-16,,,,
6287-EDCFQ,2024-02-27,Referral,2025-02-27,Premium,Monthly,,,22.99,505.78,57,0,Pooja,India,Madhya Pradesh,Female,1982-05-28,2025-04-03,N,70.0,1.0
3173-WQGBP,2024-11-10,Organic,2025-11-10,Premium,Monthly,,,22.99,298.87,79,0,Neha,India,Odisha,Male,1999-07-05,2025-10-14,Y,10.0,1.0
4752-LWHUZ,2022-09-05,Organic,2023-09-05,Basic,Annual,,,8.99,359.6,35,0,Sakshi,India,Tamil Nadu,Female,1980-09-23,,,,
4779-RIOUD,2024-11-28,Referral,2025-11-28,Premium,Annual,2025-04-23,Poor streaming quality,23.99,95.96,67,1,Rahul,India,Punjab,Male,1986-01-05,,,,
1034-XSSJJ,2020-07-23,Referral,2021-07-23,Standard,Monthly,,,14.99,989.34,1,0,Aditi,India,Delhi,Male,1985-02-03,,,,
1337-XIHWK,2023-10-13,Organic,2024-10-13,Standard,Annual,,,13.99,377.73,45,0,Tanvi,India,Maharashtra,Male,1983-06-28,,,,
4423-DLNDO,2021-07-15,Paid,2022-07-15,Standard,Annual,,,14.99,809.46,15,0,Aditi,India,Odisha,Male,1978-03-30,,,,
7562-QDMUC,2022-12-23,Organic,2023-12-23,Premium,Annual,2025-03-18,Poor streaming quality,22.99,620.73,62,1,Aarav,India,Haryana,Female,1966-12-21,,,,
8157-CSGHM,2023-07-02,Paid,2024-07-02,Basic,Monthly,,,6.99,209.7,66,0,Neha,India,Gujarat,Female,1990-09-27,,,,
8423-HPNGC,2019-04-14,Referral,2020-04-14,Basic,Monthly,2019-07-29,Not enough content,7.99,23.97,75,1,Priya,India,Haryana,Male,1974-12-11,,,,
3311-HPMXP,2023-06-28,Referral,2024-06-28,Premium,Annual,,,22.99,689.7,55,0,Karan,India,Kerala,Male,1992-08-11,,,,
8455-MQNZO,2024-06-20,Referral,2025-06-20,Standard,Monthly,,,13.99,251.82,43,0,Varun,India,Tamil Nadu,Female,1961-06-30,,,,
3481-KXVFZ,2021-10-03,Referral,2022-10-03,Basic,Monthly,2022-05-10,Too expensive,6.99,48.93,2,1,Pooja,India,Madhya Pradesh,Female,1967-08-13,,,,
6013-VJNXQ,2019-08-26,Referral,2020-08-26,Standard,Monthly,2021-03-04,Too expensive,15.99,287.82,12,1,Arjun,India,Telangana,Female,1977-06-02,,,,
3197-EDLPH,2022-01-13,Referral,2023-01-13,Basic,Monthly,,,6.99,335.52,10,0,Mohan,India,Maharashtra,Female,1979-03-13,2023-05-03,N,100.0,1.0
2406-RSJFJ,2024-09-03,Referral,2025-09-03,Basic,Annual,,,6.99,111.84,44,0,Kavya,India,Tamil Nadu,Female,2002-08-28,,,,
6739-CEPVD,2020-08-20,Referral,2021-08-20,Basic,Monthly,,,6.99,454.35,86,0,Karan,India,Kerala,Female,1976-09-09,2024-04-23,Y,50.0,1.0
8061-COMML,2022-09-03,Referral,2023-09-03,Basic,Monthly,2024-12-25,Too expensive,6.99,195.72,73,1,Shreya,India,Karnataka,Male,1968-12-28,,,,
6455-OMOVC,2023-04-23,Organic,2024-04-23,Standard,Monthly,2025-03-21,Poor streaming quality,14.99,344.77,2,1,Shreya,India,Delhi,Male,1994-02-08,2023-10-07,N,90.0,1.0
2904-SZUQD,2020-12-21,Paid,2021-12-21,Basic,Annual,,,6.99,426.39,1,0,Rohan,India,Madhya Pradesh,Male,1995-10-30,,,,
7036-UTQSU,2024-02-26,Organic,2025-02-26,Basic,Monthly,,,6.99,153.78,20,0,Mohan,India,Rajasthan,Female,1965-09-03,,,,
1767-LSMJK,2021-10-11,Paid,2022-10-11,Standard,Monthly,,,13.99,713.49,56,0,Pooja,India,Punjab,Female,2001-01-22,,,,
4763-HWNBW,2024-03-05,Organic,2025-03-05,Basic,Monthly,,,6.99,153.78,17,0,Pooja,India,Maharashtra,Female,1965-09-12,2025-07-30,N,90.0,1.0
2685-FUPID,2021-06-28,Organic,2022-06-28,Standard,Monthly,2022-01-19,Poor streaming quality,15.99,95.94,70,1,Rahul,India,West Bengal,Male,2005-11-29,2021-11-01,Y,50.0,1.0
4495-CGUQJ,2024-11-25,Referral,2025-11-25,Standard,Monthly,,,13.99,181.87,31,0,Tanvi,India,Rajasthan,Male,1968-01-03,,,,
1714-ATYOC,2022-08-21,Organic,2023-08-21,Basic,Annual,2022-09-24,Too expensive,8.99,8.99,66,1,Diya,India,Punjab,Female,1988-07-14,,,,
6490-TPLFV,2023-02-08,Referral,2024-02-08,Basic,Annual,,,6.99,244.65,81,0,Ananya,India,Telangana,Female,1962-12-02,2025-06-19,Y,40.0,1.0
9133-METEE,2021-04-01,Organic,2022-04-01,Premium,Monthly,,,24.99,1424.43,85,0,Meera,India,West Bengal,Male,1969-05-22,2022-05-07,N,80.0,1.0
2448-DOIEH,2020-06-02,Referral,2021-06-02,Standard,Monthly,2021-06-28,Not enough content,13.99,181.87,69,1,Diya,India,Telangana,Female,1970-01-03,,,,
4196-GDJMI,2020-04-25,Referral,2021-04-25,Basic,Annual,,,8.99,620.31,70,0,Rohan,India,Uttar Pradesh,Male,1979-02-13,2023-04-11,N,80.0,1.0
5132-ZAQYA,2019-02-23,Organic,2020-02-23,Basic,Monthly,,,8.99,746.17,95,0,Rohan,India,Maharashtra,Female,1975-09-21,2023-08-13,Y,40.0,1.0
1582-JQFLL,2023-07-26,Referral,2024-07-26,Standard,Monthly,2023-11-02,Switched to competitor,13.99,41.97,62,1,Nikhil,India,Delhi,Male,2003-08-26,2023-09-23,N,90.0,1.0
8148-WHFOG,2021-04-11,Organic,2022-04-11,Premium,Annual,,,22.99,1310.43,24,0,Varun,India,Tamil Nadu,Female,1964-06-14,,,,
1871-HUWQG,2020-10-12,Organic,2021-10-12,Premium,Annual,,,23.99,1511.37,78,0,Kavya,India,Bihar,Female,1969-08-30,2025-11-09,N,70.0,2.0
9427-GCGZY,2019-03-12,Referral,2020-03-12,Standard,Annual,,,15.99,1311.18,8,0,Vishal,India,Madhya Pradesh,Female,1984-04-28,2024-02-14,N,70.0,1.0
3773-ASJPI,2023-07-28,Paid,2024-07-28,Standard,Annual,,,13.99,405.71,4,0,Diya,India,Punjab,Female,1980-03-02,,,,
4842-XIPBH,2020-06-27,Paid,2021-06-27,Basic,Monthly,,,7.99,535.33,1,0,Aditi,India,Odisha,Female,1972-05-08,,,,
7710-FWGZA,2019-01-27,Paid,2020-01-27,Standard,Monthly,,,13.99,1175.16,34,0,Arjun,India,Punjab,Male,1975-06-09,,,,
7847-NEQHX,2021-03-23,Organic,2022-03-23,Premium,Monthly,,,22.99,1333.42,58,0,Rahul,India,Rajasthan,Female,1985-01-27,2022-10-24,N,70.0,1.0
9316-NFKFM,2019-07-26,Paid,2020-07-26,Premium,Annual,2021-11-24,Forgot to cancel trial,22.99,643.72,84,1,Tanvi,India,West Bengal,Male,1964-07-08,2021-06-02,N,80.0,2.0
6835-WNIAC,2022-05-15,Organic,2023-05-15,Premium,Monthly,,,22.99,1011.56,42,0,Ananya,India,Delhi,Male,1988-11-05,2022-08-11,N,100.0,1.0
1375-MMPRK,2024-01-26,Referral,2025-01-26,Premium,Monthly,,,22.99,528.77,92,0,Neha,India,Kerala,Female,1969-06-02,2024-11-08,N,80.0,1.0
4043-KRUXT,2024-12-05,Organic,2025-12-05,Premium,Monthly,2026-06-16,Not enough content,24.99,449.82,80,1,Nikhil,India,Karnataka,Male,1963-01-27,2025-06-29,N,60.0,1.0
6987-JTQFG,2022-11-05,Organic,2023-11-05,Premium,Annual,,,22.99,873.62,34,0,Rahul,India,Telangana,Female,2001-01-19,,,,
2523-FIFQV,2022-03-08,Organic,2023-03-08,Premium,Annual,,,22.99,1057.54,24,0,Ananya,India,Karnataka,Female,1980-01-31,,,,
2849-MDPKR,2019-08-16,Referral,2020-08-16,Basic,Annual,,,6.99,538.23,65,0,Rahul,India,Gujarat,Male,1987-03-06,,,,
1973-MJGMU,2022-06-02,Paid,2023-06-02,Basic,Monthly,2023-06-12,Not enough content,8.99,107.88,92,1,Tanvi,India,Kerala,Female,1967-03-19,,,,
7479-ZIXDW,2020-07-24,Paid,2021-07-24,Premium,Annual,2021-08-03,Forgot to cancel trial,23.99,287.88,84,1,Ananya,India,Kerala,Female,1965-06-24,,,,
3061-BBRSA,2023-07-14,Referral,2024-07-14,Premium,Annual,,,24.99,749.7,36,0,Aditya,India,West Bengal,Male,1998-09-03,,,,
5117-MIUIT,2023-08-26,Organic,2024-08-26,Standard,Annual,2023-10-05,Not enough content,14.99,14.99,63,1,Priya,India,Madhya Pradesh,Female,2005-10-10,,,,
3298-FUEDS,2023-05-25,Referral,2024-05-25,Standard,Monthly,,,13.99,433.69,24,0,Sakshi,India,Rajasthan,Female,1974-11-21,,,,
3044-XTSGW,2020-11-11,Referral,2021-11-11,Basic,Annual,,,6.99,433.38,45,0,Vishal,India,Rajasthan,Male,1996-08-07,,,,
6421-QHSTX,2020-02-22,Referral,2021-02-22,Standard,Monthly,,,14.99,1064.29,41,0,Pooja,India,Kerala,Female,1997-11-05,,,,
1625-FLWPQ,2019-12-20,Organic,2020-12-20,Basic,Monthly,,,8.99,656.27,65,0,Rohan,India,Rajasthan,Male,1991-06-21,,,,
8648-JQCEC,2023-07-08,Referral,2024-07-08,Standard,Monthly,,,13.99,419.7,44,0,Diya,India,Delhi,Female,1964-06-10,,,,
7321-LUEVJ,2020-08-04,Referral,2021-08-04,Premium,Monthly,,,22.99,1494.35,4,0,Diya,India,Bihar,Male,1976-08-04,,,,
1772-YVWJG,2023-12-05,Paid,2024-12-05,Basic,Monthly,2024-12-13,Too expensive,7.99,95.88,78,1,Aditi,India,Odisha,Male,1982-11-27,2024-02-13,N,60.0,1.0
1894-VWRRG,2021-11-15,Organic,2022-11-15,Premium,Monthly,,,22.99,1149.5,45,0,Priya,India,Maharashtra,Male,1983-04-03,,,,
9331-ESGBU,2024-04-09,Organic,2025-04-09,Premium,Monthly,2026-08-14,Poor streaming quality,22.99,643.72,82,1,Diya,India,Madhya Pradesh,Female,1998-10-20,,,,
0613-ITMJR,2022-09-08,Paid,2023-09-08,Basic,Monthly,2024-07-25,Not enough content,6.99,153.78,29,1,Ishaan,India,Telangana,Male,2002-06-09,,,,
4329-IVPJC,2019-06-08,Paid,2020-06-08,Basic,Monthly,2019-10-08,Too expensive,6.99,27.96,82,1,Ananya,India,Delhi,Female,1987-05-09,2019-07-28,Y,50.0,1.0
0728-UBFMC,2021-07-24,Paid,2022-07-24,Basic,Monthly,2023-07-23,Poor streaming quality,8.99,215.76,87,1,Pooja,India,Madhya Pradesh,Female,1974-03-15,,,,
0476-GNKNS,2024-02-25,Organic,2025-02-25,Basic,Monthly,2025-09-22,Forgot to cancel trial,6.99,132.81,76,1,Rahul,India,Telangana,Female,1990-03-30,2025-01-29,Y,50.0,1.0
3232-SSQZK,2023-04-19,Referral,2024-04-19,Premium,Monthly,,,22.99,735.68,86,0,Vishal,India,Gujarat,Female,1976-01-31,2023-08-30,N,60.0,1.0
8682-HHGPH,2021-07-20,Organic,2022-07-20,Basic,Monthly,,,7.99,431.46,40,0,Varun,India,Punjab,Female,1997-10-21,,,,
7614-MBULC,2024-07-10,Paid,2025-07-10,Premium,Annual,,,22.99,390.83,52,0,Aditya,India,West Bengal,Female,1987-05-28,,,,
1498-RWXQA,2024-06-28,Referral,2025-06-28,Premium,Annual,,,22.99,413.82,30,0,Priya,India,West Bengal,Male,1970-09-22,2024-07-17,N,90.0,1.0
9067-DTUFL,2021-03-05,Referral,2022-03-05,Basic,Annual,,,6.99,405.42,34,0,Pooja,India,Delhi,Male,1982-09-04,,,,
0904-CGPOO,2024-11-08,Referral,2025-11-08,Premium,Annual,2026-01-30,Poor streaming quality,22.99,321.86,78,1,Priya,India,Bihar,Male,1967-01-14,,,,
2537-USMFT,2020-07-26,Organic,2021-07-26,Premium,Annual,,,22.99,1517.34,13,0,Nikhil,India,Telangana,Female,1975-04-29,2021-01-13,N,70.0,1.0
4412-WDOUW,2020-12-27,Paid,2021-12-27,Standard,Annual,2022-11-03,Not enough content,14.99,329.78,76,1,Varun,India,Punjab,Male,1989-02-02,,,,
4993-COHRO,2023-04-11,Referral,2024-04-11,Standard,Monthly,2025-07-10,Switched to competitor,14.99,404.73,17,1,Aarav,India,Uttar Pradesh,Male,1966-12-03,2024-03-03,N,70.0,2.0
1514-QXTOM,2021-04-06,Paid,2022-04-06,Basic,Monthly,,,6.99,398.43,28,0,Arjun,India,Delhi,Female,1963-05-03,2024-12-15,N,90.0,2.0
6606-AVABW,2023-07-28,Referral,2024-07-28,Basic,Annual,,,8.99,260.71,51,0,Neha,India,Tamil Nadu,Female,1963-07-24,,,,
0989-YCTLP,2021-11-24,Referral,2022-11-24,Standard,Annual,,,13.99,685.51,31,0,Nikhil,India,Maharashtra,Female,1987-04-14,,,,
6743-BTYRU,2021-02-09,Organic,2022-02-09,Premium,Annual,,,22.99,1356.41,6,0,Neha,India,Kerala,Female,1977-04-01,,,,
4291-ULPNG,2024-09-26,Referral,2025-09-26,Basic,Annual,,,6.99,104.85,33,0,Riya,India,Telangana,Female,1972-03-31,,,,
1572-JVIRV,2023-01-06,Organic,2024-01-06,Standard,Annual,,,13.99,503.64,29,0,Shreya,India,Maharashtra,Male,2004-03-28,,,,
8350-OKLYR,2020-12-20,Organic,2021-12-20,Premium,Monthly,,,23.99,1463.39,55,0,Shreya,India,Maharashtra,Female,1972-03-16,,,,
4623-FMFWT,2019-07-18,Organic,2020-07-18,Basic,Monthly,2020-09-03,Poor streaming quality,6.99,90.87,93,1,Varun,India,Uttar Pradesh,Female,2005-07-25,2019-11-27,Y,60.0,1.0
9023-TVEPB,2020-10-10,Paid,2021-10-10,Basic,Annual,,,6.99,440.37,28,0,Sneha,India,Kerala,Male,1984-08-20,,,,
5290-IMEVC,2023-10-27,Organic,2024-10-27,Basic,Annual,2025-09-26,Switched to competitor,6.99,160.77,66,1,Aditi,India,West Bengal,Male,1984-05-22,2024-03-14,Y,50.0,1.0
8682-JRPHX,2019-04-24,Organic,2020-04-24,Standard,Annual,,,13.99,1133.19,74,0,Nikhil,India,Delhi,Male,1983-02-12,,,,
3617-QQKVC,2020-04-23,Paid,2021-04-23,Basic,Annual,2021-03-13,Poor streaming quality,6.99,69.9,28,1,Rohan,India,Uttar Pradesh,Female,1979-10-21,,,,
7869-PRPBF,2019-02-18,Referral,2020-02-18,Standard,Monthly,2021-05-10,Forgot to cancel trial,13.99,377.73,85,1,Tanvi,India,Karnataka,Male,1986-04-10,,,,
8810-LVZLS,2023-04-09,Paid,2024-04-09,Basic,Monthly,,,6.99,230.67,28,0,Sneha,India,Karnataka,Male,1976-04-16,,,,
6921-OWJEM,2024-10-21,Referral,2025-10-21,Standard,Annual,,,13.99,195.86,29,0,Pooja,India,Punjab,Female,2004-10-22,,,,
9517-HNOXA,2019-01-18,Organic,2020-01-18,Basic,Monthly,,,8.99,755.16,14,0,Sakshi,India,Bihar,Female,2002-02-21,2022-06-13,N,60.0,1.0
1489-WEXUD,2019-02-10,Referral,2020-02-10,Basic,Annual,,,6.99,580.17,51,0,Karan,India,Odisha,Female,1977-09-30,2025-10-30,N,80.0,2.0
0089-ZXJIB,2022-11-05,Paid,2023-11-05,Basic,Annual,,,7.99,303.62,18,0,Karan,India,Uttar Pradesh,Female,1965-01-16,,,,
8318-BDARH,2023-01-23,Organic,2024-01-23,Standard,Monthly,,,13.99,489.65,83,0,Varun,India,Haryana,Female,1970-07-01,,,,
6615-LTGAX,2020-09-06,Paid,2021-09-06,Premium,Monthly,,,24.99,1599.36,56,0,Arjun,India,Maharashtra,Female,1961-02-16,2025-07-16,N,80.0,1.0
0861-BQEOZ,2024-07-19,Organic,2025-07-19,Premium,Annual,,,24.99,424.83,40,0,Nikhil,India,Rajasthan,Male,1997-06-23,,,,
3640-SHGVS,2024-11-05,Organic,2025-11-05,Basic,Annual,,,6.99,97.86,10,0,Nikhil,India,Haryana,Male,1999-08-26,2025-07-15,N,60.0,1.0
5460-NGCKM,2020-09-17,Referral,2021-09-17,Standard,Monthly,,,13.99,895.36,18,0,Tanvi,India,Punjab,Female,2003-01-22,,,,
7639-UHNQH,2019-09-13,Referral,2020-09-13,Standard,Monthly,,,13.99,1063.24,70,0,Akash,India,Rajasthan,Male,1984-08-18,,,,
3468-LDEDV,2019-05-05,Referral,2020-05-05,Premium,Annual,,,24.99,2024.19,4,0,Ananya,India,Kerala,Male,1965-12-04,,,,
6175-JHYNP,2019-04-16,Organic,2020-04-16,Premium,Monthly,,,22.99,1862.19,63,0,Aditya,India,Gujarat,Female,1971-05-05,,,,
3117-AJTMK,2023-06-18,Referral,2024-06-18,Standard,Monthly,2024-05-02,Not enough content,15.99,159.9,92,1,Sneha,India,Haryana,Male,1991-09-16,2023-08-13,N,70.0,1.0
8446-SAAIH,2022-02-27,Referral,2023-02-27,Basic,Annual,,,6.99,321.54,87,0,Varun,India,Karnataka,Female,1992-11-18,,,,
5392-NGLXP,2023-07-12,Referral,2024-07-12,Standard,Annual,,,13.99,419.7,1,0,Mohan,India,Tamil Nadu,Male,1969-11-29,,,,
2674-WIRYC,2021-01-06,Paid,2022-01-06,Premium,Annual,2021-06-27,Too expensive,22.99,114.95,80,1,Rahul,India,Haryana,Male,1968-02-21,,,,
2173-YKALR,2020-09-04,Organic,2021-09-04,Standard,Monthly,,,15.99,1023.36,71,0,Rohan,India,Kerala,Female,1997-10-01,,,,
4136-BXCRG,2019-07-05,Paid,2020-07-05,Basic,Monthly,,,6.99,552.21,52,0,Shreya,India,Madhya Pradesh,Male,1982-03-03,,,,
1171-TQILA,2022-01-16,Referral,2023-01-16,Basic,Monthly,,,6.99,335.52,22,0,Diya,India,Haryana,Female,1963-02-15,,,,
0179-HIGSX,2022-03-01,Paid,2023-03-01,Basic,Monthly,,,6.99,321.54,23,0,Rahul,India,Gujarat,Female,1980-06-28,,,,
6270-ISKRV,2019-07-21,Referral,2020-07-21,Premium,Annual,,,24.99,1949.22,43,0,Rohan,India,Gujarat,Male,1985-04-26,,,,
0844-EXQRL,2024-06-25,Paid,2025-06-25,Basic,Annual,,,8.99,161.82,21,0,Meera,India,Kerala,Female,1989-01-31,,,,
6212-SVBDP,2021-10-04,Organic,2022-10-04,Standard,Annual,,,14.99,764.49,4,0,Karan,India,Uttar Pradesh,Female,1999-04-10,2023-12-29,N,70.0,1.0
9177-CUXNB,2021-05-27,Organic,2022-05-27,Premium,Annual,,,22.99,1264.45,87,0,Karan,India,Maharashtra,Female,1989-03-17,,,,
5016-KQNYJ,2019-09-08,Organic,2020-09-08,Standard,Monthly,,,14.99,1139.24,60,0,Rahul,India,Delhi,Female,1962-06-13,2022-11-07,N,70.0,1.0
1721-WQCVR,2021-11-09,Paid,2022-11-09,Standard,Annual,,,15.99,799.5,15,0,Karan,India,West Bengal,Male,1985-08-16,,,,
4291-HZLIY,2021-05-04,Organic,2022-05-04,Premium,Annual,,,22.99,1287.44,12,0,Aarav,India,Kerala,Female,1993-04-30,,,,
9059-JCOGZ,2021-09-08,Organic,2022-09-08,Standard,Annual,2023-09-01,Too expensive,13.99,335.76,41,1,Priya,India,Tamil Nadu,Female,1974-10-17,,,,
6054-CHRSU,2024-10-22,Organic,2025-10-22,Basic,Annual,,,7.99,111.86,87,0,Rahul,India,Karnataka,Female,2000-05-21,,,,
5267-DIUJT,2020-09-15,Paid,2021-09-15,Basic,Monthly,2021-12-19,Too expensive,6.99,104.85,50,1,Aarav,India,West Bengal,Female,1989-10-29,2021-09-25,N,60.0,1.0
3789-LJWLJ,2020-05-18,Paid,2021-05-18,Basic,Monthly,,,7.99,543.32,32,0,Aditya,India,Maharashtra,Male,1999-06-19,,,,
1479-THZFX,2020-08-15,Paid,2021-08-15,Basic,Annual,,,6.99,454.35,31,0,Neha,India,Tamil Nadu,Female,1971-06-18,,,,
7705-REZPK,2021-12-10,Referral,2022-12-10,Premium,Monthly,,,22.99,1126.51,29,0,Aarav,India,Bihar,Female,1964-04-27,,,,
2068-LRFJT,2020-12-08,Referral,2021-12-08,Basic,Monthly,,,6.99,426.39,17,0,Ananya,India,West Bengal,Female,1968-08-11,,,,
0161-DJZEV,2022-12-11,Referral,2023-12-11,Premium,Annual,,,22.99,850.63,2,0,Vishal,India,Madhya Pradesh,Male,1964-06-09,,,,
8208-HMZOE,2024-12-19,Referral,2025-12-19,Basic,Monthly,,,8.99,107.88,39,0,Meera,India,Rajasthan,Male,2001-12-21,,,,
2313-PVNBC,2020-10-28,Organic,2021-10-28,Standard,Monthly,2021-05-10,Poor streaming quality,15.99,95.94,83,1,Kavya,India,Punjab,Female,1978-03-06,2021-03-22,N,90.0,2.0
3607-JVNYI,2023-02-11,Paid,2024-02-11,Premium,Annual,,,22.99,804.65,29,0,Ananya,India,Odisha,Male,1998-07-09,,,,
8239-HAOHE,2022-03-05,Referral,2023-03-05,Standard,Annual,,,13.99,643.54,70,0,Nikhil,India,West Bengal,Female,1981-02-02,,,,
3848-AOAKX,2023-07-16,Organic,2024-07-16,Basic,Monthly,,,6.99,202.71,4,0,Aditi,India,Tamil Nadu,Female,1964-06-27,,,,
0387-IMRXB,2024-11-11,Organic,2025-11-11,Basic,Monthly,,,6.99,90.87,46,0,Riya,India,Karnataka,Male,1989-07-27,,,,
8547-ITHCT,2023-08-12,Referral,2024-08-12,Premium,Annual,2024-11-15,Switched to competitor,23.99,359.85,75,1,Tanvi,India,Bihar,Female,1996-11-16,,,,
9987-GOTEN,2023-08-13,Organic,2024-08-13,Standard,Monthly,,,13.99,405.71,21,0,Mohan,India,Punjab,Female,1968-01-07,,,,
1693-UQDBQ,2021-12-22,Paid,2022-12-22,Basic,Monthly,,,6.99,342.51,34,0,Ananya,India,Kerala,Female,2002-05-30,,,,
0819-GJUSL,2020-10-06,Organic,2021-10-06,Basic,Monthly,,,6.99,440.37,20,0,Aditi,India,Delhi,Male,1966-08-06,,,,
3043-LNQTR,2020-05-04,Referral,2021-05-04,Standard,Annual,2022-02-04,Poor streaming quality,13.99,293.79,87,1,Diya,India,Rajasthan,Female,2000-05-10,,,,
8380-VNWHS,2020-05-23,Paid,2021-05-23,Basic,Annual,,,6.99,475.32,37,0,Sakshi,India,Gujarat,Male,1964-03-10,,,,
5233-QMMFV,2024-05-16,Organic,2025-05-16,Standard,Monthly,2025-02-23,Not enough content,15.99,143.91,92,1,Meera,India,Uttar Pradesh,Female,1960-02-05,2024-08-03,N,100.0,1.0
4145-FZIUC,2021-03-08,Referral,2022-03-08,Standard,Monthly,,,13.99,811.42,61,0,Aarav,India,Punjab,Female,1999-07-22,,,,
9703-GFKDA,2021-03-23,Organic,2022-03-23,Premium,Monthly,,,22.99,1333.42,86,0,Pooja,India,Rajasthan,Female,1965-07-26,2025-09-24,N,60.0,2.0
3177-CHTOS,2024-03-28,Paid,2025-03-28,Premium,Monthly,,,23.99,503.79,30,0,Priya,India,Odisha,Male,1978-07-04,2024-06-12,N,90.0,1.0
4257-NXJEI,2021-05-25,Paid,2022-05-25,Standard,Monthly,,,15.99,895.44,31,0,Neha,India,West Bengal,Female,1986-09-24,,,,
8340-VBLYD,2019-05-04,Referral,2020-05-04,Premium,Monthly,,,23.99,1943.19,65,0,Nikhil,India,Madhya Pradesh,Female,1987-03-11,2022-01-17,Y,60.0,1.0
6086-JHLIT,2020-08-26,Paid,2021-08-26,Basic,Annual,,,7.99,519.35,81,0,Varun,India,Madhya Pradesh,Male,1991-04-08,,,,
0471-DKNDM,2021-11-28,Organic,2022-11-28,Standard,Annual,,,14.99,734.51,19,0,Sakshi,India,Rajasthan,Male,1993-08-17,,,,
5168-YOPVR,2021-02-28,Organic,2022-02-28,Standard,Monthly,,,15.99,927.42,3,0,Kavya,India,Gujarat,Female,2003-12-24,,,,
6193-WRICZ,2021-04-07,Paid,2022-04-07,Basic,Monthly,,,6.99,398.43,41,0,Varun,India,Uttar Pradesh,Female,1998-07-05,,,,
5134-XLRZJ,2023-04-16,Organic,2024-04-16,Basic,Annual,2024-04-27,Poor streaming quality,7.99,95.88,23,1,Shreya,India,Maharashtra,Male,1972-11-18,,,,
2318-EIHNL,2020-02-27,Organic,2021-02-27,Standard,Annual,,,13.99,993.29,21,0,Ananya,India,Punjab,Female,1997-07-24,,,,
8965-HBCLR,2022-08-04,Paid,2023-08-04,Basic,Monthly,,,6.99,286.59,24,0,Ananya,India,West Bengal,Male,1960-01-07,,,,
6334-ZWKWJ,2020-03-24,Organic,2021-03-24,Standard,Monthly,,,14.99,1049.3,14,0,Pooja,India,Madhya Pradesh,Female,1961-04-29,,,,
4554-BQFKJ,2023-06-28,Organic,2024-06-28,Standard,Monthly,,,13.99,419.7,41,0,Karan,India,Rajasthan,Male,1960-10-20,2024-11-10,N,60.0,2.0
0300-YUVHQ,2022-06-02,Organic,2023-06-02,Standard,Annual,,,13.99,601.57,19,0,Kavya,India,Tamil Nadu,Female,1996-12-29,,,,
9675-WJGAB,2019-09-13,Organic,2020-09-13,Standard,Annual,,,13.99,1063.24,73,0,Arjun,India,Telangana,Female,1969-12-26,,,,
9271-UZMYI,2024-06-14,Paid,2025-06-14,Basic,Monthly,2025-01-25,Forgot to cancel trial,7.99,55.93,28,1,Mohan,India,Odisha,Female,1991-01-13,2024-11-27,N,90.0,1.0
4216-OYDFU,2022-03-01,Paid,2023-03-01,Premium,Annual,,,22.99,1057.54,15,0,Ishaan,India,Punjab,Male,1980-11-01,,,,
5973-FSQHZ,2019-09-07,Organic,2020-09-07,Basic,Annual,,,6.99,531.24,16,0,Aditi,India,Odisha,Male,1975-01-30,,,,
8558-WLACY,2023-09-27,Paid,2024-09-27,Standard,Monthly,,,13.99,377.73,65,0,Shreya,India,Telangana,Female,1975-10-31,2025-06-02,N,100.0,2.0
7721-MFDMX,2021-01-10,Organic,2022-01-10,Standard,Monthly,,,13.99,839.4,57,0,Sneha,India,Maharashtra,Male,1969-11-30,2025-02-09,Y,60.0,1.0
7702-DOAQV,2019-05-10,Organic,2020-05-10,Basic,Monthly,,,7.99,639.2,60,0,Priya,India,Odisha,Male,1976-09-01,,,,
5714-PQHEP,2021-02-04,Organic,2022-02-04,Basic,Monthly,,,6.99,412.41,32,0,Akash,India,Maharashtra,Male,1988-02-12,,,,
